0.012233	0.089529
0.076120	0.213752
0.995303	0.672438
0.042129	0.163987
0.847457	0.637670
0.254372	0.377451
0.660435	0.578411
0.066751	0.200784
0.125420	0.276591
0.000691	0.023068
0.089666	0.235736
0.007297	0.068388
0.273379	0.386760
0.975647	0.668671
0.252189	0.376340
0.774713	0.620049
0.036489	0.153610
0.001779	0.037275
0.089726	0.235736
0.139669	0.292859
0.848757	0.638423
0.365167	0.445150
0.182199	0.330239
0.996767	0.673001
0.943300	0.662872
0.547382	0.531697
0.338192	0.427606
0.625338	0.565758
0.002669	0.043443
0.676019	0.585105
0.681593	0.588025
0.118407	0.270332
0.796599	0.625214
0.854098	0.639458
0.001189	0.030993
0.575502	0.544652
0.063924	0.197097
0.041981	0.163868
0.273470	0.386760
0.449000	0.486066
0.563407	0.538193
0.817975	0.630769
0.006413	0.064659
0.027956	0.133650
0.045830	0.169964
0.172416	0.323199
0.284536	0.393046
0.054565	0.185378
0.723069	0.605097
0.205151	0.348683
0.199694	0.342761
0.237521	0.367539
0.378716	0.451619
0.812479	0.629030
0.520221	0.517788
0.285650	0.393567
0.144703	0.297332
0.040763	0.162822
0.421514	0.472654
0.002962	0.045397
0.188303	0.335609
0.428174	0.475814
0.984211	0.670456
0.794909	0.625214
0.704432	0.600696
0.544959	0.530791
0.495341	0.507685
0.845423	0.637670
0.373022	0.447828
0.509934	0.513168
0.949158	0.663626
0.496536	0.508179
0.013167	0.094219
0.411000	0.468922
0.784438	0.624156
0.136334	0.289603
0.190681	0.337596
0.771571	0.619335
0.047158	0.172119
0.203013	0.346233
0.113177	0.264610
0.008691	0.074661
0.059338	0.192145
0.184792	0.332681
0.239117	0.368941
0.426451	0.475383
0.263404	0.380957
0.016744	0.105552
0.022394	0.121257
0.671681	0.582767
0.466006	0.493233
0.012397	0.090419
0.972215	0.668543
0.004303	0.055897
0.002407	0.040713
0.073117	0.209728
0.950836	0.663802
0.084927	0.230614
0.203685	0.347102
0.551189	0.533939
0.358375	0.440757
0.505142	0.512082
0.109192	0.260619
0.546877	0.531617
0.308281	0.409207
0.640123	0.572590
0.596826	0.554968
0.719079	0.604501
0.958091	0.665014
0.000404	0.021801
0.014319	0.098704
0.725262	0.605097
0.482435	0.502410
0.013461	0.095564
0.670360	0.582352
0.734227	0.607094
0.000644	0.023068
0.487883	0.504396
0.783050	0.624150
0.819814	0.631319
0.217994	0.356150
0.413688	0.469731
0.591142	0.551924
0.498710	0.508925
0.057028	0.191315
0.015647	0.103199
0.460274	0.489998
0.519558	0.517611
0.854707	0.639458
0.002246	0.039667
0.018779	0.111164
0.965659	0.668255
0.175943	0.325859
0.380962	0.453248
0.072688	0.208778
0.095063	0.241817
0.457401	0.489457
0.521568	0.518646
0.003448	0.047231
0.291678	0.398006
0.912025	0.652700
0.999331	0.673996
0.111647	0.262944
0.835991	0.634177
0.001379	0.033476
0.175905	0.325859
0.061593	0.196026
0.841584	0.636387
0.329596	0.421252
0.560192	0.537978
0.002328	0.040121
0.536300	0.525931
0.419123	0.471359
0.873883	0.644616
0.002785	0.043768
0.000107	0.016104
0.025281	0.126224
0.046994	0.172119
0.456719	0.489218
0.493855	0.507379
0.288397	0.395551
0.347820	0.435940
0.971290	0.668543
0.366543	0.445440
0.224599	0.360872
0.990315	0.672074
0.062155	0.196192
0.235647	0.365699
0.014022	0.097288
0.272274	0.386348
0.376483	0.449708
0.849849	0.638570
0.549287	0.532821
0.196145	0.341888
0.112215	0.263804
0.899852	0.648530
0.036732	0.153610
0.009552	0.077613
0.336782	0.426357
0.071524	0.206824
0.169385	0.319196
0.897798	0.648530
0.381779	0.453248
0.016237	0.105306
0.921719	0.656746
0.004565	0.056712
0.011653	0.087683
0.610644	0.560854
0.262293	0.380512
0.367968	0.445767
0.732918	0.606355
0.447703	0.485476
0.322905	0.418077
0.288571	0.395551
0.090662	0.236559
0.244801	0.370709
0.061161	0.195706
0.185404	0.333015
0.237249	0.367385
0.300445	0.405840
0.765035	0.617604
0.180379	0.328332
0.046451	0.171145
0.509006	0.513052
0.935404	0.661630
0.706379	0.601635
0.361672	0.442910
0.432334	0.478695
0.241341	0.369579
0.247454	0.371609
0.086817	0.232398
0.305817	0.407981
0.935959	0.661630
0.366435	0.445440
0.781309	0.623440
0.954003	0.664247
0.635552	0.570411
0.241476	0.369579
0.436186	0.481237
0.056549	0.190004
0.156139	0.307192
0.432621	0.478765
0.414868	0.470159
0.668785	0.582146
0.141590	0.294904
0.012521	0.091006
0.131237	0.284429
0.240120	0.369579
0.317905	0.416269
0.335438	0.425664
0.018726	0.111155
0.111476	0.262944
0.428517	0.475948
0.206227	0.349205
0.565180	0.538941
0.992845	0.672074
0.269691	0.383974
0.097953	0.244770
0.215391	0.355263
0.228375	0.362296
0.232148	0.363014
0.225180	0.361306
0.039732	0.161725
0.527300	0.520353
0.240319	0.369579
0.826672	0.632269
0.328003	0.421007
0.217886	0.356150
0.005315	0.061708
0.020808	0.115826
0.004303	0.055897
0.006893	0.066893
0.338984	0.427779
0.001858	0.037549
0.174587	0.325270
0.062716	0.196426
0.145454	0.297529
0.234719	0.364549
0.774192	0.620049
0.037126	0.154653
0.806845	0.626752
0.244631	0.370709
0.420467	0.472408
0.000429	0.021801
0.028262	0.134210
0.028656	0.135106
0.003470	0.047231
0.124334	0.276361
0.443886	0.484639
0.093230	0.239815
0.544590	0.530673
0.685363	0.589386
0.829353	0.632343
0.937284	0.661637
0.313817	0.412432
0.063032	0.196426
0.321508	0.418077
0.155656	0.307163
0.904893	0.649214
0.057722	0.192019
0.419003	0.471359
0.332278	0.423161
0.724533	0.605097
0.464991	0.492645
0.052814	0.181958
0.646328	0.574976
0.426401	0.475383
0.004552	0.056712
0.231170	0.362970
0.223483	0.360580
0.367508	0.445634
0.174997	0.325467
0.111524	0.262944
0.398057	0.462803
0.316091	0.414911
0.648498	0.575097
0.008741	0.074661
0.618300	0.561834
0.726032	0.605097
0.885486	0.645998
0.170338	0.320426
0.027965	0.133650
0.518839	0.517392
0.058927	0.192145
0.056331	0.190004
0.154621	0.307163
0.741820	0.609239
0.098688	0.245697
0.903763	0.649178
0.737230	0.608275
0.805656	0.626056
0.002158	0.039319
0.199016	0.342493
0.045934	0.169964
0.304814	0.407925
0.362640	0.443334
0.168208	0.318520
0.399931	0.464154
0.063088	0.196426
0.630114	0.567627
0.946855	0.663189
0.576060	0.544939
0.974432	0.668543
0.020703	0.115826
0.499647	0.508925
0.092215	0.239439
0.137151	0.289984
0.000249	0.021302
0.000946	0.026610
0.160174	0.310473
0.450546	0.486753
0.228114	0.362296
0.023044	0.121892
0.110486	0.262046
0.006167	0.064659
0.040284	0.162822
0.019438	0.113806
0.348574	0.436118
0.588208	0.551685
0.625826	0.565961
0.096700	0.243166
0.454256	0.487068
0.242123	0.370105
0.594991	0.554138
0.102095	0.250485
0.966596	0.668255
0.460634	0.489998
0.620069	0.562355
0.033293	0.146392
0.067032	0.200784
0.014912	0.100019
0.277300	0.389598
0.385325	0.455182
0.232379	0.363014
0.338369	0.427606
0.484369	0.503442
0.142123	0.295152
0.811426	0.629030
0.232262	0.363014
0.093369	0.239815
0.406615	0.466660
0.061644	0.196026
0.305763	0.407981
0.068915	0.203474
0.198653	0.342350
0.040243	0.162822
0.638893	0.571968
0.829429	0.632343
0.301262	0.406686
0.843413	0.637320
0.694801	0.594857
0.332918	0.423472
0.517782	0.517392
0.427445	0.475458
0.880823	0.645794
0.830110	0.632411
0.347754	0.435940
0.938312	0.661908
0.095003	0.241817
0.864164	0.642772
0.490845	0.506478
0.620946	0.562500
0.458208	0.489586
0.068091	0.202377
0.763243	0.617109
0.794158	0.625214
0.022637	0.121257
0.865609	0.643093
0.183000	0.331129
0.216287	0.355263
0.030186	0.138527
0.794344	0.625214
0.053073	0.182175
0.220495	0.358277
0.612584	0.560854
0.832814	0.633341
0.389353	0.456659
0.770625	0.619095
0.272700	0.386439
0.001868	0.037549
0.973073	0.668543
0.175360	0.325858
0.388539	0.456659
0.973808	0.668543
0.145407	0.297529
0.255580	0.377451
0.966382	0.668255
0.929726	0.659286
0.415385	0.470159
0.178931	0.327577
0.004763	0.058501
0.282495	0.391746
0.002814	0.043892
0.211073	0.353053
0.134271	0.287796
0.588735	0.551685
0.026495	0.130459
0.439306	0.482795
0.115858	0.268004
0.573738	0.543705
0.404177	0.465361
0.966385	0.668255
0.031713	0.142656
0.024953	0.125171
0.006407	0.064659
0.164748	0.314746
0.085902	0.231487
0.096836	0.243166
0.803839	0.625656
0.415315	0.470159
0.949937	0.663626
0.009483	0.077344
0.157760	0.308160
0.000685	0.023068
0.244054	0.370709
0.192006	0.339379
0.154161	0.307163
0.160574	0.310473
0.011388	0.086916
0.225278	0.361306
0.401451	0.465215
0.399284	0.463725
0.074890	0.212446
0.176524	0.325859
0.026722	0.131124
0.440647	0.483142
0.849558	0.638570
0.024423	0.124263
0.913779	0.653330
0.036669	0.153610
0.113871	0.264785
0.748637	0.611547
0.708508	0.602248
0.647505	0.575097
0.253202	0.376798
0.443959	0.484639
0.600798	0.556757
0.381461	0.453248
0.008319	0.073154
0.013227	0.094219
0.846609	0.637670
0.049114	0.176097
0.813565	0.629030
0.489767	0.506098
0.023514	0.122700
0.119208	0.270428
0.590174	0.551685
0.614751	0.560854
0.668110	0.581817
0.043057	0.165867
0.824366	0.631718
0.641956	0.573106
0.015517	0.103170
0.112558	0.264031
0.229170	0.362296
0.877054	0.645591
0.000426	0.021801
